Date,SPY,SPYOP
40198,113.89,114.28
40199,111.7,113.92
40200,109.21,111.2
40203,109.77,110.21
40204,109.31,109.34
40205,109.83,109.17
40206,108.57,110.19
40207,107.39,109.04
40210,109.06,108.15
40211,110.38,109.26
40212,109.83,109.88
40213,106.44,108.98
40214,106.66,106.56
40217,105.89,106.74
40218,107.22,107.13
40219,107.01,107.05
40220,108.13,106.87
40221,108.04,106.99
40225,109.74,108.86
40226,110.26,110.27
40227,110.91,110.08
40228,111.14,110.62
40231,111.16,111.55
40232,109.81,110.86
40233,110.82,110.14
40234,110.67,109.24
40235,110.74,110.77
40238,111.89,111.2
40239,112.2,112.37
40240,112.3,112.49
40241,112.641,112.45
40242,114.25,113.37
40245,114.27,114.26
40246,114.46,113.93
40247,114.97,114.51
40248,115.45,114.7
40249,115.46,115.95
40252,115.49,115.26
40253,116.41,115.81
40254,117.1,116.76
40255,117.0375,117.11
40256,115.97,116.96
40259,116.5925,115.31
40260,117.41,116.76
40261,116.84,116.97
40262,116.65,117.63
40263,116.582,116.87
40266,117.32,117.1699
40267,117.4,117.46
40268,117,116.95
40269,117.8,117.8
40273,118.76,118.25
40274,119.04,118.42
40275,118.36,118.8
40276,118.7725,117.95
40277,119.55,119.02
40280,119.74,119.7
40281,119.83,119.62
40282,121.19,120.27
40283,121.29,120.99
40284,119.36,120.86
40287,119.81,119.01
40288,120.88,120.56
40289,120.66,120.95
40290,121.02,119.81
40291,121.8125,120.94
40294,121.35,121.85
40295,118.48,120.65
40296,119.38,119.05
40297,120.8575,120.1
40298,118.8125,120.88
40301,120.35,119.38
40302,117.52,119.01
40303,116.82,116.56
40304,112.942,116.26
40305,111.26,112.64
40308,116.16,115.81
40309,115.83,115.07
40310,117.45,116.29
40311,115.99,117.13
40312,113.89,115.12
40315,113.95,114.2
40316,112.4,114.88
40317,111.76,111.77
40318,107.54,109.38
40319,109.115,105.91
40322,107.71,108.52
40323,107.818,105.11
40324,107.17,108.48
40325,110.76,109.19
40326,109.369,110.64
40330,107.53,108.35
40331,110.33,108.08
40332,110.71,110.65
40333,106.82,108.61
40336,105.49,107.2
40337,106.62,105.57
40338,106.05,107.24
40339,109.15,107.86
40340,109.68,108.19
40343,109.509,110.52
40344,112,110.28
40345,111.96,111.42
40346,112.14,112.28
40347,111.729,111.83
40350,111.41,113.12
40351,109.57,111.41
40352,109.23,109.64
40353,107.42,108.69
40354,107.8675,107.74
40357,107.53,108.03
40358,104.21,106.02
40359,103.22,103.92
40360,102.76,103.15
40361,102.2,103.11
40365,102.87,103.64
40366,106.1075,103.13
40367,107.16,107
40368,107.96,107.13
40371,108.03,107.6
40372,109.66,109.15
40373,109.651,109.31
40374,109.68,109.61
40375,106.66,109.09
40378,107.29,107.05
40379,108.48,105.87
40380,107.07,109.04
40381,109.461,108.34
40382,110.41,109.24
40385,111.56,110.6
40386,111.55,112.17
40387,110.83,111.32
40388,110.29,111.52
40389,110.27,109.17
40392,112.76,111.99
40393,112.22,112.48
40394,112.97,112.53
40395,112.85,112.25
40396,112.392,111.74
40399,112.992,112.92
40400,112.375,112.03
40401,109.3,110.65
40402,108.63,107.65
40403,108.31,108.29
40406,108.26,107.57
40407,109.59,109.19
40408,109.79,109.54
40409,107.88,109.22
40410,107.53,107.56
40413,107.1236,108.04
40414,105.53,105.95
40415,105.94,104.95
40416,105.23,106.44
40417,106.86,105.89
40420,105.311,106.58
40421,105.31,104.92
40422,108.46,106.73
40423,109.47,108.72
40424,110.89,110.54
40428,109.64,110.37
40429,110.41,109.86
40430,110.92,111.65
40431,111.482,111.12
40434,112.72,112.58
40435,112.65,112.5
40436,113.08,112.32
40437,113.05,112.73
40438,112.49,113.04
40441,114.21,112.88
40442,113.98,114.3
40443,113.42,113.8
40444,112.498,112.49
40445,114.82,113.75
40448,114.27,114.86
40449,114.67,114.42
40450,114.47,114.38
40451,114.13,115.05
40452,114.61,114.99
40455,113.75,114.37
40456,116.04,114.8
40457,116.03,116.02
40458,115.89,116.5
40459,116.5375,116.05
40462,116.65,116.72
40463,117.01,116.27
40464,117.92,117.66
40465,117.46,117.8099
40466,117.7,118.28
40469,118.28,117.74
40470,116.73,117.19
40471,117.87,116.94
40472,118.13,118.4
40473,118.347,118.31
40476,118.7,119.14
40477,118.72,118.1
40478,118.38,117.89
40479,118.4,119.06
40480,118.49,118.28
40483,118.53,119.07
40484,119.475,119.42
40485,119.95,119.675
40486,122.26,121.28
40487,122.725,122.34
40490,122.49,122.34
40491,121.61,122.82
40492,122.1,121.58
40493,121.635,121.05
40494,120.198,120.82
40497,120.03,120.58
40498,118.16,119.29
40499,118.218,118.21
40500,119.9575,119.36
40501,120.29,119.9
40504,120.19,119.69
40505,118.4475,118.77
40506,120.2,119.2
40508,119.29,119.16
40511,119.162,118.5
40512,118.4925,117.98
40513,121.01,120.2
40514,122.56,121.2
40515,122.89,122.14
40518,122.76,122.63
40519,122.83,123.94
40520,123.28,122.98
40521,123.76,123.97
40522,124.48,124.14
40525,124.56,125.05
40526,124.67,124.75
40527,124.098,124.44
40528,124.82,124.18
40529,124.3,124.08
40532,124.6,124.64
40533,125.39,124.99
40534,125.78,125.48
40535,125.6,125.64
40539,125.65,125.13
40540,125.83,125.9
40541,125.92,125.98
40542,125.72,125.8
40543,125.75,125.53
40546,127.05,126.71
40547,126.98,127.33
40548,127.64,126.58
40549,127.39,127.69
40550,127.14,127.56
40553,126.98,126.58
40554,127.43,127.44
40555,128.58,128.21
40556,128.3675,128.63
40557,129.3,128.19
40561,129.52,129.18
40562,128.25,129.41
40563,128.08,127.96
40564,128.37,128.88
40567,129.1,128.285
40568,129.17,128.76
40569,129.67,129.49
40570,129.99,129.7
40571,127.72,130.14
40574,128.68,128.07
40575,130.74,129.46
40576,130.485,130.4
40577,130.78,130.26
40578,131.15,130.83
40581,131.97,131.44
40582,132.57,132.09
40583,132.269,132.21
40584,132.321,131.6
40585,133.11,131.8
40588,133.43,133.03
40589,133.01,133.02
40590,133.85,133.46
40591,134.25,133.46
40592,134.53,134.37
40596,131.83,133.12
40597,131.02,131.75
40598,130.93,130.88
40599,132.33,131.48
40602,133.15,132.82
40603,130.93,133.57
40604,131.21,130.75
40605,133.47,132.4
40606,132.47,133.37
40609,131.43,132.86
40610,132.58,131.64
40611,132.39,132.32
40612,129.9375,131
40613,130.84,129.52
40616,130.05,129.99
40617,128.56,126.59
40618,126.175,128.15
40619,127.85,128
40620,127.76,128.84
40623,129.74,129.35
40624,129.29,129.72
40625,129.66,128.93
40626,130.9,130.4
40627,131.3,131.24
40630,130.98,131.58
40631,131.86,130.87
40632,132.77,132.55
40633,132.59,132.6
40634,133.15,133.41
40637,133.26,133.43
40638,133.24,133
40639,133.66,133.88
40640,133.32,133.42
40641,132.86,133.91
40644,132.46,133
40645,131.47,131.72
40646,131.46,132.08
40647,131.56,130.7
40648,132.04,131.8
40651,130.56,130.59
40652,131.31,130.76
40653,133.1,132.88
40654,133.78,133.79
40658,133.64,133.68
40659,134.791,134.05
40660,135.67,135.05
40661,136.11,135.43
40662,136.43,136.16
40665,136.22,137.07
40666,135.73,135.96
40667,134.83,135.67
40668,133.61,134.08
40669,134.2,134.94
40672,134.72,134.19
40673,135.87,135.17
40674,134.44,135.67
40675,135.08,134.08
40676,134.04,135.15
40679,133.19,133.56
40680,133.17,132.69
40681,134.36,133.24
40682,134.68,134.8
40683,133.61,134.33
40686,132.06,131.98
40687,131.95,132.44
40688,132.39,131.42
40689,133,132.03
40690,133.51,133.37
40694,134.9,134.77
40695,131.87,134.51
40696,131.73,131.96
40697,130.42,130.15
40700,129.045,130.09
40701,128.96,129.7
40702,128.42,128.76
40703,129.4,128.77
40704,127.6,128.85
40707,127.7,127.89
40708,129.32,128.87
40709,127.02,128.24
40710,127.3,127.06
40711,127.05,127.93
40714,127.7,126.62
40715,129.45,128.36
40716,128.67,129.05
40717,128.301,127.16
40718,126.81,128.27
40721,127.94,126.89
40722,129.61,128.45
40723,130.72,130.2
40724,131.97,131.14
40725,133.92,132.09
40729,133.81,133.78
40730,133.97,133.49
40731,135.36,135.16
40732,134.4,133.83
40735,131.97,132.75
40736,131.4,131.69
40737,131.84,132.09
40738,130.93,132.17
40739,131.69,131.66
40742,130.61,131.08
40743,132.73,131.34
40744,132.65,133.07
40745,134.49,133.4
40746,134.58,134.52
40749,133.83,133.3
40750,133.33,133.74
40751,130.6,132.59
40752,130.22,130.6
40753,129.33,128.91
40756,128.78,130.84
40757,125.49,127.81
40758,126.17,125.66
40759,120.26,124.42
40760,120.08,121.76
40763,112.26,116.91
40764,117.48,114.07
40765,112.29,115.26
40766,117.33,113.26
40767,118.12,118.4
40770,120.62,119.19
40771,119.59,119.47
40772,119.67,120.25
40773,114.51,116.5
40774,112.64,112.96
40777,112.73,115.17
40778,116.44,113.15
40779,118.08,116.19
40780,116.28,118.73
40781,117.97,115.69
40784,121.36,119.56
40785,121.68,120.83
40786,122.22,122.46
40787,120.94,122.29
40788,117.85,118.42
40792,116.99,114.39
40793,120.29,118.76
40794,119.04,119.57
40795,115.92,117.68
40798,116.67,114.47
40799,117.74,117.05
40800,119.37,118.34
40801,121.43,120.65
40802,121.521,121.29
40805,120.31,119.53
40806,120.17,120.82
40807,116.63,120.23
40808,112.86,113.25
40809,113.54,112.11
40812,116.24,114.61
40813,117.54,118.53
40814,115.145,117.78
40815,116.05,117.05
40816,113.15,114.45
40819,109.93,112.49
40820,112.34,108.35
40821,114.42,112.62
40822,116.49,114.36
40823,115.71,117.17
40826,119.58,117.68
40827,119.7,118.87
40828,120.75,120.6
40829,120.51,120.04
40830,122.57,121.91
40833,120.23,121.99
40834,122.58,120.14
40835,121.13,122.38
40836,121.66,121.43
40837,123.97,123.09
40840,125.49,124.17
40841,123.049,124.89
40842,124.3,124.35
40843,128.63,127.63
40844,128.6,128
40847,125.5,127.16
40848,122.002,122.03
40849,123.99,123.83
40850,126.25,125.27
40851,125.481,125.23
40854,126.26,125.39
40855,127.88,126.92
40856,123.161,124.89
40857,124.32,124.79
40858,126.66,125.83
40861,125.46,126.19
40862,126.083,125.17
40863,124.08,124.81
40864,122.105,123.85
40865,121.979,122.5
40868,119.661,120.2
40869,119.19,119.4
40870,116.56,118.07
40872,116.34,116.38
40875,119.71,119.54
40876,120.05,120.05
40877,124.99,123.49
40878,124.97,124.85
40879,124.86,126.12
40882,126.22,126.84
40883,126.26,126.21
40884,126.73,125.84
40885,123.95,125.9
40886,126.05,124.51
40889,124.21,124.95
40890,123.05,124.86
40891,121.74,122.56
40892,122.185,123.03
40893,121.59,122.23
40896,120.29,122.06
40897,123.93,122.18
40898,124.17,123.93
40899,125.27,124.63
40900,126.39,125.67
40904,126.49,126.17
40905,124.83,126.51
40906,126.12,125.24
40907,125.5,126.02
40911,127.495,127.76
40912,127.7,127.2
40913,128.04,127.01
40914,127.71,128.2
40917,128.02,128
40918,129.13,129.39
40919,129.2,128.73
40920,129.51,129.57
40921,128.84,128.64
40925,129.34,130.08
40926,130.77,129.31
40927,131.46,131.22
40928,131.95,131.24
40931,131.61,131.51
40932,131.46,130.8
40933,132.56,131.26
40934,131.88,133.15
40935,131.82,131.24
40938,131.37,130.51
40939,131.32,132.02
40940,132.47,132.29
40941,132.68,132.73
40942,134.54,134
40945,134.45,133.98
40946,134.79,134.17
40947,135.19,134.86
40948,135.36,135.41
40949,134.361,134.16
40952,135.36,135.32
40953,135.19,135
40954,134.56,135.63
40955,136.049,134.57
40956,136.41,136.52
40960,136.47,136.73
40961,136.032,136.26
40962,136.631,135.96
40963,136.93,136.93
40966,137.16,136.02
40967,137.559,137.2
40968,137.02,137.76
40969,137.73,137.31
40970,137.312,137.64
40973,136.75,137.1
40974,134.75,135.35
40975,135.69,135.06
40976,137.04,136.52
40977,137.57,137.3
40980,137.58,137.55
40981,140.062,138.32
40982,139.91,140.1
40983,140.72,140.12
40984,140.3,140.36
40987,140.85,140.21
40988,140.44,140.05
40989,140.21,140.52
40990,139.2,139.18
40991,139.65,139.32
40994,141.61,140.65
40995,141.17,141.74
40996,140.47,141.1
40997,140.23,139.64
40998,140.81,140.92
41001,141.84,140.64
41002,141.26,141.64
41003,139.86,140.22
41004,139.79,139.38
41008,138.22,138.03
41009,135.9,137.95
41010,137,137.29
41011,138.79,137.13
41012,137.14,138.47
41015,137.05,137.84
41016,139.082,137.84
41017,138.61,138.46
41018,137.72,138.63
41019,137.95,138.33
41022,136.79,136.54
41023,137.31,136.91
41024,139.19,138.65
41025,140.16,138.89
41026,140.39,140.58
41029,139.87,140.11
41030,140.74,139.79
41031,140.325,139.92
41032,139.25,140.34
41033,137,138.515
41036,137.1,136.51
41037,136.55,136.28
41038,135.74,135.1
41039,136.02,136.68
41040,135.61,135.17
41043,134.11,134.31
41044,133.34,134.02
41045,132.829,133.94
41046,130.86,132.86
41047,129.74,131.37
41050,131.97,130.16
41051,132.2,132.31
41052,132.27,131.25
41053,132.53,132.63
41054,132.1,132.48
41058,133.7,133.16
41059,131.76,132.56
41060,131.47,131.71
41061,128.16,129.41
41064,128.1,128.39
41065,129.07,127.85
41066,131.97,129.97
41067,132.05,133.47
41068,133.1,131.71
41071,131.415,134.17
41072,132.92,131.79
41073,132.07,132.53
41074,133.47,132.34
41075,134.14,133.38
41078,134.4,133.58
41079,135.7,135.08
41080,135.48,135.71
41081,132.44,135.64
41082,133.46,133.13
41085,131.32,132.05
41086,131.98,131.7
41087,133.173,132.42
41088,132.79,132.29
41089,136.105,135.2
41092,136.51,136.48
41093,137.412,136.48
41095,136.79,136.9
41096,135.49,135.47
41099,135.32,135.38
41100,134.14,136.01
41101,134.16,134.21
41102,133.51,133.38
41103,135.75,133.86
41106,135.43,135.44
41107,136.36,135.97
41108,137.37,136.04
41109,137.73,137.65
41110,136.47,136.95
41113,135.09,134.47
41114,133.925,135.19
41115,133.96,134.21
41116,136.17,135.89
41117,138.675,136.89
41120,138.68,138.52
41121,137.71,138.49
41122,137.59,138.7
41123,136.64,136.55
41124,139.349,138.56
41127,139.62,139.72
41128,140.32,140.18
41129,140.49,139.85
41130,140.61,140.29
41131,140.84,140.04
41134,140.77,140.6
41135,140.79,141.29
41136,140.95,140.64
41137,141.99,141.15
41138,142.18,142.23
41141,142.19,141.98
41142,141.76,142.54
41143,141.82,141.4
41144,140.665,141.47
41145,141.51,140.31
41148,141.54,141.89
41149,141.4,141.18
41150,141.51,141.52
41151,140.49,140.9
41152,141.16,141.29
41156,141.03,141.04
41157,140.91,141.09
41158,143.77,141.76
41159,144.33,144.01
41162,143.51,144.19
41163,143.91,143.6
41164,144.39,144.39
41165,146.59,144.37
41166,147.24,146.88
41169,146.74,146.94
41170,146.62,146.49
41171,146.7,146.79
41172,146.71,146.03
41173,145.87,146.64
41176,145.645,145.15
41177,144.1,145.96
41178,143.295,144.065
41179,144.64,143.89
41180,143.97,144.09
41183,144.345,144.52
41184,144.5,144.92
41185,145.09,144.89
41186,146.125,145.64
41187,146.14,146.91
41190,145.642,145.6
41191,144.2,145.53
41192,143.28,144.18
41193,143.36,144.28
41194,142.89,143.46
41197,144.08,143.23
41198,145.54,144.76
41199,146.2,145.64
41200,145.82,145.82
41201,143.3896,145.55
41204,143.41,143.15
41205,141.42,141.86
41206,141.02,141.93
41207,141.43,142.02
41208,141.35,141.3
41213,141.35,141.85
41214,142.83,141.65
41215,141.56,143.68
41218,141.8486,141.35
41219,142.96,142.28
41220,139.72,141.66
41221,138.04,139.7
41222,138.16,137.62
41225,138.265,138.59
41226,137.79,137.54
41227,135.9299,138.21
41228,135.7,135.98
41229,136.37,135.9
41232,139.13,137.9
41233,139.19,138.91
41234,139.45,139.31
41236,141.35,140.13
41239,141.05,140.65
41240,140.33,140.91
41241,141.46,139.76
41242,142.12,141.99
41243,142.155,142.14
41246,141.45,142.8
41247,141.25,141.44
41248,141.5,141.37
41249,141.98,141.37
41250,142.415,142.53
41253,142.473,142.21
41254,143.44,143.06
41255,143.51,144
41256,142.63,143.42
41257,142.1051,142.32
41260,143.77,142.47
41261,145.37,144
41262,144.29,145.53
41263,145.12,144.38
41264,142.79,142.17
41267,142.35,142.48
41269,141.75,142.64
41270,141.5616,141.79
41271,140.03,140.64
41274,142.41,139.66
41276,146.06,145.11
41277,145.7341,145.99
41278,146.37,145.97
41281,145.9695,145.85
41282,145.5496,145.71
41283,145.92,145.87
41284,147.08,146.73
41285,147.07,147.04
41288,146.97,146.89
41289,147.07,146.29
41290,147.05,146.77
41291,148,147.7
41292,148.33,147.97
41296,149.13,148.33
41297,149.37,149.13
41298,149.41,149.15
41299,150.25,149.88
41302,150.07,150.29
41303,150.66,149.77
41304,150.07,150.64
41305,149.7,149.89
41306,151.24,150.65
41309,149.535,150.32
41310,151.05,150.35
41311,151.16,150.52
41312,150.96,151.205
41313,151.8,151.22
41316,151.77,151.74
41317,152.02,151.78
41318,152.151,152.33
41319,152.29,151.69
41320,152.11,152.43
41324,153.25,152.37
41325,151.34,153.14
41326,150.42,150.96
41327,151.89,151.15
41330,149,152.63
41331,150.02,149.72
41332,151.91,149.89
41333,151.61,151.9
41334,152.11,151.09
41337,152.92,151.76
41338,154.29,153.66
41339,154.5,154.84
41340,154.776,154.7
41341,155.44,155.46
41344,156.03,155.325
41345,155.68,155.92
41346,155.905,155.76
41347,156.73,156.31
41348,155.83,155.85
41351,154.97,154.34
41352,154.61,155.3
41353,155.69,155.52
41354,154.359,154.76
41355,155.6,154.85
41358,154.95,156.01
41359,156.19,155.59
41360,156.19,155.26
41361,156.67,156.09
41365,156.05,156.59
41366,156.82,156.61
41367,155.23,156.91
41368,155.86,155.43
41369,155.158,153.95
41372,156.21,155.27
41373,156.75,156.5
41374,158.67,157.17
41375,159.19,158.7
41376,158.8,158.68
41379,155.118,158
41380,157.41,156.29
41381,155.11,156.29
41382,154.14,155.37
41383,155.48,154.5
41386,156.17,155.78
41387,157.78,156.95
41388,157.88,157.83
41389,158.52,158.34
41390,158.24,158.33
41393,159.3,158.67
41394,159.68,159.27
41395,158.28,159.33
41396,159.75,158.68
41397,161.368,161.14
41400,161.78,161.49
41401,162.5999,162.13
41402,163.34,162.42
41403,162.881,163.27
41404,163.41,162.99
41407,163.54,163.2
41408,165.23,163.67
41409,166.115,164.96
41410,165.34,165.78
41411,166.94,165.95
41414,166.93,166.78
41415,167.17,167.08
41416,165.93,167.34
41417,165.45,164.16
41418,165.308,164.47
41422,166.3,167.04
41423,165.22,165.42
41424,165.83,165.35
41425,163.445,165.37
41428,164.35,163.83
41429,163.56,164.44
41430,161.272,163.09
41431,162.73,161.2
41432,164.8,163.85
41435,164.8,165.31
41436,163.098,163.3
41437,161.75,164.22
41438,164.21,161.66
41439,163.175,164.03
41442,164.44,164.29
41443,165.735,164.53
41444,163.45,165.6
41445,159.4,161.86
41446,159.07,159.64
41449,157.06,157.41
41450,158.575,158.48
41451,160.14,159.87
41452,161.08,161.1
41453,160.42,160.63
41456,161.36,161.26
41457,161.21,161.12
41458,161.28,160.48
41460,163.02,162.47
41463,163.945,163.86
41464,165.13,164.98
41465,165.192,164.97
41466,167.44,167.11
41467,167.51,167.39
41470,168.155,167.97
41471,167.525,168.26
41472,167.9501,168.16
41473,168.87,168.31
41474,169.17,168.52
41477,169.5,169.41
41478,169.14,169.8
41479,168.52,169.79
41480,168.93,168.22
41481,169.11,168.22
41484,168.59,168.68
41485,168.588,169.1
41486,168.71,168.94
41487,170.66,169.99
41488,170.95,170.28
41491,170.7,170.57
41492,169.73,170.37
41493,169.18,169.19
41494,169.8,169.98
41495,169.31,169.58
41498,169.111,168.46
41499,169.61,169.41
41500,168.74,169.53
41501,166.38,167.41
41502,165.83,166.06
41505,164.77,165.64
41506,165.58,165.04
41507,164.56,165.12
41508,166.06,164.9
41509,166.62,166.55
41512,166,166.79
41513,163.33,164.36
41514,163.91,163.26
41515,164.17,163.55
41516,163.65,164.51
41520,164.39,165.23
41521,165.75,164.43
41522,165.96,165.85
41523,166.04,166.51
41526,167.634,166.45
41527,168.87,168.64
41528,169.4,168.64
41529,168.95,169.34
41530,169.33,169.13
41533,170.31,171.16
41534,171.07,170.46
41535,173.051,171.01
41536,172.76,173.52
41537,170.72,172.33
41540,169.93,170.49
41541,169.53,169.9
41542,169.04,169.64
41543,169.69,169.32
41544,168.909,168.84
41547,168.01,167.48
41548,169.34,168.14
41549,169.18,168.35
41550,167.62,168.79
41551,168.89,167.75
41554,167.43,167.42
41555,165.48,167.4
41556,165.6,165.8
41557,169.17,167.29
41558,170.26,168.91
41561,170.94,169.21
41562,169.7,170.51
41563,172.07,170.72
41564,173.22,171.37
41565,174.388,173.86
41568,174.4,174.45
41569,175.41,174.91
41570,174.57,174.81
41571,175.15,174.92
41572,175.95,175.51
41575,176.23,175.89
41576,177.17,176.63
41577,176.29,177.38
41578,175.79,176.15
41579,176.21,176.02
41582,176.83,176.69
41583,176.27,176.14
41584,177.17,177.03
41585,174.93,177.5
41586,177.29,174.87
41589,177.32,177.12
41590,176.96,176.94
41591,178.38,176.09
41592,179.27,178.54
41593,180.05,179.56
41596,179.42,180.35
41597,179.03,179.33
41598,178.47,179.39
41599,179.91,178.97
41600,180.81,179.98
41603,180.63,181.13
41604,180.68,180.72
41605,181.12,180.87
41607,181,181.32
41610,180.53,181.09
41611,179.75,179.94
41612,179.73,179.1
41613,178.94,179.41
41614,180.94,180.67
41617,181.4,181.47
41618,180.75,180.98
41619,178.72,180.82
41620,178.13,178.64
41621,178.11,178.5
41624,179.216,178.95
41625,178.65,179.38
41626,181.7,178.92
41627,181.49,181.18
41628,181.56,180.69
41631,182.53,182.45
41632,182.93,182.54
41634,183.855,183.34
41635,183.845,184.1
41638,183.82,183.87
41639,184.69,184.07
41641,182.92,183.98
41642,182.885,183.23
41645,182.36,183.49
41646,183.48,183.09
41647,183.52,183.45
41648,183.64,184.11
41649,184.14,183.95
41652,181.685,183.67
41653,183.67,182.29
41654,184.66,184.1
41655,184.42,184.28
41656,183.635,184.1
41660,184.18,184.7
41661,184.3,184.49
41662,182.79,183.37
41663,178.89,181.6
41666,178.01,179.06
41667,179.07,178.14
41668,177.35,177.58
41669,179.23,178.83
41670,178.18,177.01
41673,174.17,177.97
41674,175.385,174.95
41675,175.17,174.78
41676,177.48,175.58
41677,179.68,178.31
41680,180.01,179.7
41681,181.98,180.16
41682,182.07,182.25
41683,183.01,180.84
41684,184.02,182.84
41688,184.24,184.18
41689,183.02,183.76
41690,184.1,183.27
41691,183.89,184.45
41694,184.91,184.28
41695,184.84,185.06
41696,184.85,185.11
41697,185.82,184.58
41698,186.29,185.79
41701,184.98,184.65
41702,187.58,186.79
41703,187.75,187.74
41704,188.18,188.21
41705,188.26,188.96
41708,188.16,187.97
41709,187.23,188.44
41710,187.28,186.32
41711,185.18,187.84
41712,184.66,184.85
41715,186.33,185.59
41716,187.66,186.71
41717,186.66,187.68
41718,187.747,186.25
41719,186.2,187.71
41722,185.43,186.84
41723,186.31,186.37
41724,184.97,187.04
41725,184.58,184.75
41726,185.49,185.105
41729,187.01,186.67
41730,188.25,187.62
41731,188.88,188.49
41732,188.63,189.17
41733,186.4,189.66
41736,184.34,185.95
41737,185.1,184.26
41738,187.09,185.6
41739,183.155,187.08
41740,181.51,182.14
41743,182.9401,182.93
41744,184.2,183.32
41745,186.125,185.47
41746,186.39,185.88
41750,187.04,186.44
41751,187.89,187.23
41752,187.45,187.82
41753,187.83,188.37
41754,186.29,187.22
41757,186.875,187.05
41758,187.75,187.48
41759,188.31,187.44
41760,188.325,188.22
41761,188.06,188.31
41764,188.42,187.14
41765,186.78,188
41766,187.88,187.41
41767,187.675,187.71
41768,187.96,187.71
41771,189.785,188.8
41772,189.96,190.04
41773,189.06,189.79
41774,187.4,188.675
41775,188.05,187.51
41778,188.74,187.69
41779,187.55,188.645
41780,189.13,188.09
41781,189.59,189.18
41782,190.35,189.76
41786,191.52,191.06
41787,191.38,191.52
41788,192.37,191.82
41789,192.68,192.19
41792,192.895,192.95
41793,192.8,192.43
41794,193.19,192.47
41795,194.45,193.41
41796,195.375,194.87
41799,195.58,195.35
41800,195.6,195.34
41801,194.92,194.9
41802,193.54,194.69
41803,194.13,193.92
41806,194.29,193.89
41807,194.83,194.02
41808,196.255,194.83
41809,196.48,196.43
41810,195.94,196.03
41813,195.88,195.99
41814,194.7,195.53
41815,195.58,194.29
41816,195.44,195.61
41817,195.82,194.98
41820,195.72,195.7
41821,197.03,196.2
41822,197.23,197.05
41823,198.2,197.79
41827,197.51,197.82
41828,196.24,197.15
41829,197.12,196.73
41830,196.34,195.22
41831,196.61,196.22
41834,197.6,197.61
41835,197.23,197.72
41836,197.96,198.11
41837,195.71,197.35
41838,197.7099,196.35
41841,197.34,197.09
41842,198.2,198.01
41843,198.64,198.495
41844,198.65,198.83
41845,197.72,198.09
41848,197.8,197.76
41849,196.95,198.17
41850,196.98,197.65
41851,193.09,195.61
41852,192.5,192.56
41855,193.89,192.87
41856,192.01,193.1
41857,192.07,191.11
41858,191.03,192.935
41859,193.24,191.46
41862,193.795,193.965
41863,193.53,193.61
41864,194.84,194.29
41865,195.76,195.16
41866,195.72,196.47
41869,197.36,196.8
41870,198.39,197.84
41871,198.92,198.12
41872,199.5,199.09
41873,199.19,199.34
41876,200.2,200.14
41877,200.33,200.33
41878,200.25,200.43
41879,200.14,199.59
41880,200.71,200.45
41884,200.61,200.97
41885,200.5,201.38
41886,200.2101,200.84
41887,201.11,200.17
41890,200.59,200.92
41891,199.32,200.41
41892,200.07,199.43
41893,200.3,199.27
41894,199.13,200.1
41897,198.981,199.16
41898,200.48,198.61
41899,200.75,200.77
41900,201.82,201.36
41901,200.7,201.52
41904,199.15,200.35
41905,198.01,198.43
41906,199.56,198.04
41907,196.34,199.04
41908,197.9,196.7
41911,197.54,196.2
41912,197.02,197.69
41913,194.35,196.7
41914,194.38,194.18
41915,196.52,195.68
41918,196.29,197.34
41919,193.26,195.28
41920,196.64,193.37
41921,192.74,196.33
41922,190.54,192.69
41925,187.4099,190.46
41926,187.7,188.42
41927,186.43,185.16
41928,186.27,183.06
41929,188.47,188.42
41932,190.3,188.13
41933,194.07,191.68
41934,192.69,194.41
41935,194.93,194.62
41936,196.43,195.25
41939,196.16,195.73
41940,198.41,196.82
41941,198.11,198.55
41942,199.38,197.58
41943,201.66,201.78
41946,201.77,201.92
41947,201.07,201.23
41948,202.34,202.54
41949,203.15,202.39
41950,203.34,203.17
41953,203.98,203.38
41954,204.175,204.055
41955,203.96,203.35
41956,204.19,204.16
41957,204.24,204.1
41960,204.37,203.85
41961,205.55,204.44
41962,205.22,205.31
41963,205.58,204.26
41964,206.68,207.64
41967,207.26,207.17
41968,207.11,207.54
41969,207.64,207.29
41971,207.2,207.49
41974,205.76,206.4
41975,207.085,205.81
41976,207.89,207.3
41977,207.66,207.54
41978,208,207.87
41981,206.61,207.52
41982,206.47,204.37
41983,203.1601,205.91
41984,204.19,203.88
41985,200.89,202.64
41988,199.51,201.98
41989,197.91,198.58
41990,201.79,198.44
41991,206.78,204.74
41992,206.52,206.43
41995,207.47,206.75
41996,207.75,208.17
41997,207.77,208.02
41999,208.44,208.31
42002,208.72,208.22
42003,207.6,208.21
42004,205.54,207.99
42006,205.43,206.38
42009,201.72,204.17
42010,199.82,202.09
42011,202.31,201.42
42012,205.9,204.01
42013,204.25,206.4
42016,202.65,204.41
42017,202.08,204.12
42018,200.86,199.65
42019,199.0199,201.63
42020,201.63,198.77
42024,202.055,202.4
42025,203.08,201.5
42026,206.1,203.99
42027,204.97,205.79
42030,205.45,204.71
42031,202.74,202.97
42032,200.14,204.17
42033,201.9902,200.38
42034,199.45,200.57
42037,201.92,200.05
42038,204.84,203
42039,204.06,203.92
42040,206.12,204.86
42041,205.55,206.56
